id_proceso,entidad,tipo_procedimiento,objeto,descripcion,estado,fecha_convocatoria,fecha_adjudicacion,dias_convocatoria_adjudicacion,n_postores,monto_referencial,monto_adjudicado,proveedor_adjudicado,fuente
PROC-2023-00845,SEDAPAL,Concurso Público,Obra,Obra para SEDAPAL — paquete 45,Nulo,2020-08-12,,,3,1305853.32,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00846,Ministerio de Salud,Contratación Directa,Bien,Bien para Salud — paquete 46,Adjudicado,2021-08-25,2021-10-02,38,2,984781.0,825459.2,Proveedor F17,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00847,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Obra,Obra para Arequipa — paquete 47,Adjudicado,2024-08-24,2024-09-11,18,2,434968.22,421711.96,Proveedor G19,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00848,Ministerio del Interior,Adjudicación Simplificada,Bien,Bien para Interior — paquete 48,Desierto,2018-03-12,,,0,179331.68,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00849,Gobierno Regional de Lima,Subasta Inversa Electrónica,Bien,Bien para Lima — paquete 49,Desierto,2018-02-05,,,4,281852.42,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00850,EsSalud,Concurso Público,Obra,Obra para EsSalud — paquete 0,Desierto,2021-10-15,,,4,2519664.17,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00851,Ministerio de Educación,Subasta Inversa Electrónica,Bien,Bien para Educación — paquete 1,Adjudicado,2018-01-16,2018-02-22,37,3,95331.41,78625.94,Proveedor K32,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00852,SEDAPAL,Subasta Inversa Electrónica,Obra,Obra para SEDAPAL — paquete 2,Adjudicado,2022-06-24,2022-08-18,55,4,279467.48,262890.07,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00853,Gobierno Regional de Cusco,Licitación Pública,Bien,Bien para Cusco — paquete 3,Nulo,2018-06-16,,,2,2157081.12,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00854,Gobierno Regional de Lima,Subasta Inversa Electrónica,Servicio,Servicio para Lima — paquete 4,Adjudicado,2019-09-06,2019-10-03,27,2,122953.28,106513.55,Proveedor G18,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00855,Ministerio de Educación,Adjudicación Simplificada,Servicio,Servicio para Educación — paquete 5,Adjudicado,2024-12-02,2024-12-20,18,2,172804.8,156388.98,Proveedor D9,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00856,PRONIED,Licitación Pública,Bien,Bien para PRONIED — paquete 6,Cancelado,2022-02-21,,,5,3009725.26,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00857,EsSalud,Adjudicación Simplificada,Bien,Bien para EsSalud — paquete 7,Adjudicado,2023-01-25,2023-02-15,21,2,156917.41,129467.92,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00858,EsSalud,Subasta Inversa Electrónica,Bien,Bien para EsSalud — paquete 8,Adjudicado,2019-08-14,2019-09-13,30,2,124142.47,105925.95,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00859,Municipalidad de Trujillo,Adjudicación Simplificada,Obra,Obra para Trujillo — paquete 9,Adjudicado,2023-10-27,2023-12-09,43,4,457235.08,430185.18,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00860,Gobierno Regional de Cusco,Adjudicación Simplificada,Bien,Bien para Cusco — paquete 10,Adjudicado,2019-04-28,2019-06-07,40,7,155634.07,146863.64,Proveedor S54,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00861,EsSalud,Selección de Consultores Individuales,Consultoría de Obra,Consultoría de Obra para EsSalud — paquete 11,Adjudicado,2025-08-28,2025-10-17,50,2,45032.41,44549.75,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00862,Gobierno Regional de Lima,Comparación de Precios,Servicio,Servicio para Lima — paquete 12,Adjudicado,2018-08-21,2018-10-07,47,4,61414.24,53497.53,Proveedor R53,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00863,Ministerio del Interior,Adjudicación Simplificada,Consultoría de Obra,Consultoría de Obra para Interior — paquete 13,Adjudicado,2019-09-29,2019-11-07,39,2,231680.7,206151.82,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00864,Gobierno Regional de Lima,Comparación de Precios,Obra,Obra para Lima — paquete 14,Nulo,2025-04-22,,,3,109081.43,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00865,Municipalidad de Trujillo,Contratación Directa,Bien,Bien para Trujillo — paquete 15,En convocatoria,2025-05-10,,,2,1122177.1,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00866,SEDAPAL,Adjudicación Simplificada,Bien,Bien para SEDAPAL — paquete 16,Desierto,2019-09-01,,,2,485858.18,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00867,Ministerio de Educación,Licitación Pública,Obra,Obra para Educación — paquete 17,Adjudicado,2019-12-10,2020-01-08,29,3,5475371.63,4572162.06,Proveedor L33,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00868,Ministerio del Interior,Concurso Público,Bien,Bien para Interior — paquete 18,Adjudicado,2025-10-18,2025-11-30,43,2,745233.84,726463.25,Proveedor G20,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00869,SEDAPAL,Subasta Inversa Electrónica,Obra,Obra para SEDAPAL — paquete 19,Nulo,2022-02-24,,,2,316392.87,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00870,EsSalud,Subasta Inversa Electrónica,Bien,Bien para EsSalud — paquete 20,Adjudicado,2023-07-21,2023-09-04,45,3,234563.07,202440.03,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00871,Ministerio de Salud,Selección de Consultores Individuales,Obra,Obra para Salud — paquete 21,Adjudicado,2023-06-12,2023-07-14,32,2,152299.42,142270.16,Proveedor F16,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00872,Ministerio del Interior,Adjudicación Simplificada,Bien,Bien para Interior — paquete 22,Adjudicado,2022-09-23,2022-10-26,33,3,579775.78,556789.7,Proveedor L33,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00873,Gobierno Regional de Lima,Adjudicación Simplificada,Consultoría de Obra,Consultoría de Obra para Lima — paquete 23,Desierto,2024-05-16,,,3,200776.6,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00874,PRONIED,Subasta Inversa Electrónica,Bien,Bien para PRONIED — paquete 24,Adjudicado,2019-04-23,2019-05-31,38,2,118397.47,112309.15,Proveedor F17,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00875,Municipalidad de Trujillo,Subasta Inversa Electrónica,Bien,Bien para Trujillo — paquete 25,Desierto,2019-12-26,,,6,277837.01,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00876,Ministerio del Interior,Subasta Inversa Electrónica,Bien,Bien para Interior — paquete 26,Adjudicado,2019-03-25,2019-05-05,41,2,278556.96,242433.69,Proveedor O44,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00877,Gobierno Regional de Lima,Contratación Directa,Servicio,Servicio para Lima — paquete 27,Adjudicado,2021-10-24,2021-11-26,33,3,432134.73,394622.03,Proveedor K32,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00878,Gobierno Regional de Cusco,Adjudicación Simplificada,Consultoría de Obra,Consultoría de Obra para Cusco — paquete 28,En convocatoria,2018-03-05,,,4,138218.84,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00879,Municipalidad Provincial de Arequipa,Subasta Inversa Electrónica,Bien,Bien para Arequipa — paquete 29,Adjudicado,2018-05-14,2018-07-12,59,7,149187.99,140929.74,Proveedor F16,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00880,Ministerio del Interior,Contratación Directa,Obra,Obra para Interior — paquete 30,Adjudicado,2020-05-16,2020-06-12,27,2,1047246.33,963431.3,Proveedor I24,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00881,Ministerio del Interior,Subasta Inversa Electrónica,Servicio,Servicio para Interior — paquete 31,Adjudicado,2020-04-20,2020-06-02,43,4,381795.02,342320.1,Proveedor N41,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00882,Gobierno Regional de Cusco,Concurso Público,Servicio,Servicio para Cusco — paquete 32,Desierto,2024-07-24,,,1,1039641.72,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00883,Gobierno Regional de Lima,Subasta Inversa Electrónica,Bien,Bien para Lima — paquete 33,Adjudicado,2025-11-04,2025-12-03,29,4,390604.58,382291.24,Proveedor R52,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00884,Municipalidad de Trujillo,Licitación Pública,Servicio,Servicio para Trujillo — paquete 34,En convocatoria,2020-06-20,,,4,4402740.63,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00885,Gobierno Regional de Lima,Selección de Consultores Individuales,Servicio,Servicio para Lima — paquete 35,Desierto,2025-03-27,,,1,87313.52,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00886,Ministerio de Educación,Adjudicación Simplificada,Consultoría de Obra,Consultoría de Obra para Educación — paquete 36,Adjudicado,2024-09-20,2024-11-29,70,4,605830.22,497967.47,Proveedor T58,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00887,PRONIED,Subasta Inversa Electrónica,Bien,Bien para PRONIED — paquete 37,Desierto,2022-08-27,,,3,370990.57,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00888,PRONIED,Adjudicación Simplificada,Bien,Bien para PRONIED — paquete 38,Adjudicado,2022-03-12,2022-04-10,29,3,248783.98,238507.76,Proveedor Q48,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00889,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Servicio,Servicio para Arequipa — paquete 39,Nulo,2024-04-15,,,2,162931.01,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00890,Ministerio del Interior,Contratación Directa,Servicio,Servicio para Interior — paquete 40,Desierto,2018-10-23,,,2,1027204.96,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00891,PRONIED,Licitación Pública,Bien,Bien para PRONIED — paquete 41,Adjudicado,2025-03-19,2025-05-01,43,5,5236724.83,4693619.46,Proveedor E14,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00892,Municipalidad de Trujillo,Subasta Inversa Electrónica,Consultoría de Obra,Consultoría de Obra para Trujillo — paquete 42,Adjudicado,2019-07-11,2019-08-05,25,2,383290.44,344906.33,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00893,Gobierno Regional de Cusco,Adjudicación Simplificada,Bien,Bien para Cusco — paquete 43,Desierto,2020-08-27,,,2,527273.02,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00894,EsSalud,Adjudicación Simplificada,Obra,Obra para EsSalud — paquete 44,Desierto,2024-10-29,,,1,543777.73,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00895,Municipalidad de Trujillo,Contratación Directa,Servicio,Servicio para Trujillo — paquete 45,Desierto,2025-11-03,,,4,788174.94,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00896,Ministerio de Salud,Comparación de Precios,Servicio,Servicio para Salud — paquete 46,Adjudicado,2018-11-21,2018-12-10,19,1,140523.13,134995.57,Proveedor I24,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00897,PRONIED,Licitación Pública,Bien,Bien para PRONIED — paquete 47,Nulo,2021-08-02,,,2,2004281.24,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00898,Municipalidad de Trujillo,Licitación Pública,Obra,Obra para Trujillo — paquete 48,Nulo,2025-04-10,,,1,1355274.87,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00899,PRONIED,Licitación Pública,Bien,Bien para PRONIED — paquete 49,Adjudicado,2019-04-09,2019-05-11,32,3,4587331.23,4021664.08,Proveedor F16,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00900,EsSalud,Contratación Directa,Obra,Obra para EsSalud — paquete 0,Desierto,2021-12-15,,,3,387106.5,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00901,Ministerio de Salud,Adjudicación Simplificada,Servicio,Servicio para Salud — paquete 1,Adjudicado,2022-03-28,2022-05-03,36,5,605165.11,506295.45,Proveedor I25,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00902,EsSalud,Adjudicación Simplificada,Bien,Bien para EsSalud — paquete 2,Adjudicado,2018-02-22,2018-03-30,36,4,485989.89,428520.42,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00903,Ministerio de Educación,Adjudicación Simplificada,Servicio,Servicio para Educación — paquete 3,Cancelado,2022-09-30,,,4,509074.12,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00904,SEDAPAL,Contratación Directa,Servicio,Servicio para SEDAPAL — paquete 4,Adjudicado,2021-07-20,2021-09-21,63,4,938032.33,800595.31,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00905,Municipalidad de Trujillo,Adjudicación Simplificada,Servicio,Servicio para Trujillo — paquete 5,Adjudicado,2023-07-17,2023-08-26,40,3,582350.04,579999.48,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00906,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Bien,Bien para Arequipa — paquete 6,Adjudicado,2024-09-07,2024-09-24,17,5,323175.27,293221.73,Proveedor O44,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00907,Ministerio de Salud,Comparación de Precios,Bien,Bien para Salud — paquete 7,Adjudicado,2023-05-14,2023-07-06,53,4,82980.67,71826.06,Proveedor O42,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00908,Ministerio del Interior,Licitación Pública,Consultoría de Obra,Consultoría de Obra para Interior — paquete 8,Adjudicado,2025-06-09,2025-07-07,28,2,4696104.16,4329969.35,Proveedor J27,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00909,SEDAPAL,Contratación Directa,Obra,Obra para SEDAPAL — paquete 9,Adjudicado,2018-05-02,2018-06-02,31,3,254507.94,233920.23,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00910,Ministerio de Salud,Subasta Inversa Electrónica,Consultoría de Obra,Consultoría de Obra para Salud — paquete 10,Adjudicado,2024-09-05,2024-10-19,44,5,329538.52,277665.97,Proveedor D9,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00911,Municipalidad de Trujillo,Subasta Inversa Electrónica,Bien,Bien para Trujillo — paquete 11,Cancelado,2023-02-10,,,5,217706.54,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00912,Gobierno Regional de Lima,Contratación Directa,Consultoría de Obra,Consultoría de Obra para Lima — paquete 12,Adjudicado,2025-08-14,2025-09-09,26,2,946464.59,829971.01,Proveedor E13,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00913,Gobierno Regional de Lima,Contratación Directa,Bien,Bien para Lima — paquete 13,Nulo,2025-05-15,,,4,390316.22,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00914,EsSalud,Adjudicación Simplificada,Bien,Bien para EsSalud — paquete 14,Adjudicado,2022-10-14,2022-12-19,66,3,251050.98,236222.27,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00915,Municipalidad de Trujillo,Adjudicación Simplificada,Bien,Bien para Trujillo — paquete 15,Desierto,2023-05-11,,,1,353906.03,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00916,Gobierno Regional de Cusco,Contratación Directa,Bien,Bien para Cusco — paquete 16,Adjudicado,2022-07-11,2022-09-04,55,2,1024835.13,1017843.27,Proveedor D11,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00917,EsSalud,Adjudicación Simplificada,Servicio,Servicio para EsSalud — paquete 17,Adjudicado,2025-10-18,2025-12-15,58,5,444734.36,407549.82,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00918,Ministerio de Salud,Subasta Inversa Electrónica,Consultoría de Obra,Consultoría de Obra para Salud — paquete 18,Adjudicado,2019-05-22,2019-08-30,100,7,329284.09,303718.2,Proveedor I26,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00919,Gobierno Regional de Lima,Comparación de Precios,Obra,Obra para Lima — paquete 19,Desierto,2022-02-02,,,1,68424.92,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00920,PRONIED,Adjudicación Simplificada,Bien,Bien para PRONIED — paquete 20,Adjudicado,2024-11-09,2024-12-26,47,3,487870.52,402183.11,Proveedor B5,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00921,Ministerio de Salud,Adjudicación Simplificada,Servicio,Servicio para Salud — paquete 21,Adjudicado,2024-06-23,2024-06-30,7,4,487262.91,427374.19,Proveedor O44,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00922,PRONIED,Selección de Consultores Individuales,Servicio,Servicio para PRONIED — paquete 22,Desierto,2021-02-28,,,3,84847.44,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00923,Ministerio del Interior,Licitación Pública,Servicio,Servicio para Interior — paquete 23,Adjudicado,2019-02-14,2019-03-06,20,3,4616297.2,4090861.39,Proveedor J29,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00924,Municipalidad de Trujillo,Subasta Inversa Electrónica,Bien,Bien para Trujillo — paquete 24,Adjudicado,2020-08-18,2020-09-18,31,3,325767.7,275712.15,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00925,SEDAPAL,Comparación de Precios,Consultoría de Obra,Consultoría de Obra para SEDAPAL — paquete 25,Adjudicado,2025-02-27,2025-03-06,7,4,80518.59,67841.81,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00926,Gobierno Regional de Lima,Adjudicación Simplificada,Bien,Bien para Lima — paquete 26,Adjudicado,2020-05-19,2020-07-18,60,3,477515.41,461471.57,Proveedor S55,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00927,SEDAPAL,Licitación Pública,Obra,Obra para SEDAPAL — paquete 27,Adjudicado,2021-06-28,2021-08-25,58,2,5028282.73,4379510.99,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00928,Ministerio de Educación,Subasta Inversa Electrónica,Bien,Bien para Educación — paquete 28,Adjudicado,2019-05-14,2019-07-01,48,5,116592.34,97412.04,Proveedor B5,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00929,Ministerio de Educación,Adjudicación Simplificada,Bien,Bien para Educación — paquete 29,Adjudicado,2025-01-03,2025-02-12,40,2,577759.59,556031.55,Proveedor J27,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00930,Gobierno Regional de Lima,Concurso Público,Servicio,Servicio para Lima — paquete 30,Desierto,2021-10-19,,,1,671395.68,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00931,EsSalud,Selección de Consultores Individuales,Bien,Bien para EsSalud — paquete 31,Adjudicado,2020-07-25,2020-09-02,39,2,82268.61,76086.9,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00932,Ministerio de Salud,Licitación Pública,Obra,Obra para Salud — paquete 32,Desierto,2018-09-14,,,7,2453232.16,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00933,Municipalidad de Trujillo,Adjudicación Simplificada,Servicio,Servicio para Trujillo — paquete 33,Adjudicado,2022-12-29,2023-02-17,50,2,573307.34,568211.48,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00934,Gobierno Regional de Lima,Contratación Directa,Obra,Obra para Lima — paquete 34,Adjudicado,2021-07-25,2021-09-03,40,4,394611.24,344128.9,Proveedor I26,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00935,EsSalud,Contratación Directa,Bien,Bien para EsSalud — paquete 35,Adjudicado,2024-10-08,2024-11-17,40,3,974945.36,950953.91,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00936,Ministerio del Interior,Selección de Consultores Individuales,Servicio,Servicio para Interior — paquete 36,Adjudicado,2025-08-17,2025-09-30,44,6,58131.41,55174.44,Proveedor F17,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00937,Ministerio de Salud,Licitación Pública,Bien,Bien para Salud — paquete 37,Adjudicado,2023-09-09,2023-09-16,7,4,4713743.38,4031602.3,Proveedor J27,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00938,SEDAPAL,Contratación Directa,Servicio,Servicio para SEDAPAL — paquete 38,Cancelado,2019-01-17,,,3,383742.54,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00939,Municipalidad de Trujillo,Subasta Inversa Electrónica,Bien,Bien para Trujillo — paquete 39,Adjudicado,2022-12-16,2023-01-04,19,3,233090.27,224299.95,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00940,Ministerio del Interior,Adjudicación Simplificada,Servicio,Servicio para Interior — paquete 40,Adjudicado,2024-12-25,2025-02-18,55,4,306760.68,303626.47,Proveedor G19,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00941,Ministerio de Salud,Selección de Consultores Individuales,Bien,Bien para Salud — paquete 41,Nulo,2025-10-05,,,1,149242.64,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00942,SEDAPAL,Adjudicación Simplificada,Consultoría de Obra,Consultoría de Obra para SEDAPAL — paquete 42,Adjudicado,2020-07-18,2020-08-20,33,3,548529.22,462687.49,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00943,Municipalidad de Trujillo,Adjudicación Simplificada,Bien,Bien para Trujillo — paquete 43,En convocatoria,2018-09-14,,,3,212029.41,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00944,EsSalud,Adjudicación Simplificada,Servicio,Servicio para EsSalud — paquete 44,Adjudicado,2019-09-05,2019-10-07,32,3,539925.66,451023.34,Proveedor B4,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00945,Ministerio del Interior,Adjudicación Simplificada,Servicio,Servicio para Interior — paquete 45,Cancelado,2018-10-25,,,3,506813.27,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00946,PRONIED,Comparación de Precios,Bien,Bien para PRONIED — paquete 46,Adjudicado,2022-12-09,2023-01-18,40,2,86152.37,81215.97,Proveedor R52,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00947,Ministerio del Interior,Subasta Inversa Electrónica,Bien,Bien para Interior — paquete 47,Adjudicado,2022-05-30,2022-08-06,68,3,144048.18,124459.22,Proveedor C7,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00948,Municipalidad de Trujillo,Subasta Inversa Electrónica,Servicio,Servicio para Trujillo — paquete 48,Adjudicado,2021-08-31,2021-09-30,30,3,206308.88,179472.81,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00949,Gobierno Regional de Cusco,Adjudicación Simplificada,Consultoría de Obra,Consultoría de Obra para Cusco — paquete 49,Adjudicado,2025-08-19,2025-10-22,64,1,537788.18,529008.26,Proveedor Q48,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00950,Ministerio de Educación,Contratación Directa,Servicio,Servicio para Educación — paquete 0,Adjudicado,2019-06-10,2019-06-29,19,3,415676.18,365228.1,Proveedor M37,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00951,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Servicio,Servicio para Arequipa — paquete 1,Desierto,2023-06-28,,,2,611777.38,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00952,Gobierno Regional de Cusco,Concurso Público,Servicio,Servicio para Cusco — paquete 2,Adjudicado,2025-09-06,2025-11-11,66,2,1386242.37,1317128.06,Proveedor O44,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00953,Municipalidad de Trujillo,Subasta Inversa Electrónica,Servicio,Servicio para Trujillo — paquete 3,Desierto,2020-06-23,,,2,301925.19,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00954,SEDAPAL,Selección de Consultores Individuales,Bien,Bien para SEDAPAL — paquete 4,Adjudicado,2022-04-29,2022-05-17,18,5,51306.01,50403.36,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00955,Gobierno Regional de Lima,Comparación de Precios,Consultoría de Obra,Consultoría de Obra para Lima — paquete 5,Desierto,2018-11-11,,,3,81519.49,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00956,PRONIED,Adjudicación Simplificada,Bien,Bien para PRONIED — paquete 6,Cancelado,2020-11-02,,,2,353442.67,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00957,SEDAPAL,Subasta Inversa Electrónica,Obra,Obra para SEDAPAL — paquete 7,Adjudicado,2021-08-01,2021-09-19,49,4,273396.71,230191.67,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00958,SEDAPAL,Subasta Inversa Electrónica,Bien,Bien para SEDAPAL — paquete 8,Adjudicado,2023-11-05,2023-11-25,20,5,328256.9,317988.25,Proveedor B3,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00959,Ministerio de Educación,Adjudicación Simplificada,Bien,Bien para Educación — paquete 9,Nulo,2021-11-03,,,4,200378.72,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00960,SEDAPAL,Contratación Directa,Bien,Bien para SEDAPAL — paquete 10,Adjudicado,2024-04-26,2024-07-07,72,4,961362.01,809586.47,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00961,Municipalidad Provincial de Arequipa,Comparación de Precios,Obra,Obra para Arequipa — paquete 11,Adjudicado,2021-09-29,2021-11-07,39,2,126837.28,122159.26,Proveedor R52,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00962,SEDAPAL,Adjudicación Simplificada,Servicio,Servicio para SEDAPAL — paquete 12,Adjudicado,2019-08-06,2019-09-30,55,5,480388.08,408809.6,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00963,Gobierno Regional de Lima,Subasta Inversa Electrónica,Servicio,Servicio para Lima — paquete 13,Nulo,2022-12-14,,,4,338156.07,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00964,PRONIED,Adjudicación Simplificada,Bien,Bien para PRONIED — paquete 14,Adjudicado,2019-03-24,2019-04-28,35,1,287434.09,278554.31,Proveedor T58,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00965,Gobierno Regional de Lima,Adjudicación Simplificada,Bien,Bien para Lima — paquete 15,Adjudicado,2020-03-07,2020-04-25,49,4,213555.63,195683.49,Proveedor G19,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00966,Gobierno Regional de Lima,Selección de Consultores Individuales,Obra,Obra para Lima — paquete 16,Adjudicado,2025-01-27,2025-03-23,55,3,97277.93,82438.88,Proveedor H23,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00967,Ministerio del Interior,Subasta Inversa Electrónica,Consultoría de Obra,Consultoría de Obra para Interior — paquete 17,Adjudicado,2025-01-14,2025-03-13,58,5,272617.21,239844.92,Proveedor O44,MUESTRA SINTÉTICA (no es dato real)
